,review,prediction
20503,"['en', 'terminos', 'generales', 'e', 'un', 'dispositivo', 'amigable', 'que', 'permite', 'visualizar', 'en', 'la', 'tv', 'programas', 'de', 'tv', 'series', 'otros', 'servicios', 'su', 'antena', 'e', 'bastante', 'buena', 'aunque', 'tengo', 'mi', 'dudas', 'ya', 'que', 'muchas', 'veces', 'puede', 'ser', 'la', 'misma', 'senal', 'del', 'internet', 'veces', 'sospecho', 'e', 'el', 'fire', 'tv', 'no', 'logrado', 'determinar', 'quien', 'lo', 'provoca', 'debes', 'configurar', 'alexa', 'desde', 'amazon', 'para', 'sea', 'util', 'lo', 'mejor', 'de', 'todo', 'e', 'el', 'control', 'permite', 'apagar', 'la', 'tv', 'subir', 'bajar', 'el', 'volumen', 'esto', 'ultimo', 'esta', 'excelente']",4
20504,"['braided', 'cable', 'seems', 'strong', 'plug', 'housing', 'integrity', 'high', 'dropped', 'accident', 'cord', 'side', 'plugged', 'broken', 'yet', 'power', 'charging', 'issue', 'yet', 'no', 'data', 'transfer', 'issue', 'yet']",4
20520,['thin'],4
20555,"['work', 'great', 'extra', 'space', 'phone']",4
20556,"['sound', 'rather', 'low', 'highest', 'point', 'believe', 'could', 'increased', 'little', 'right', 'get', 'point', 'sure', 'nibble', 'proof', 'lol', 'smh', 'kid', 'always', 'put', 'stuff', 'mouth', 'smh', 'gave', 'star', 'sound', 'little', 'low']",4
20563,"['clunky', 'unreliable', 'always', 'turn', 'pair']",4
20589,"['super', 'easy', 'install', 'didnt', 'get', 'confused', 'never', 'put', 'wall', 'mount', 'worried', 'easy']",4
20597,"['e', 'un', 'excelente', 'producto', 'geniales', 'prestaciones', 'un', 'gran', 'futuro', 'el', 'disipador', 'cumple', 'con', 'su', 'cometido', 'pero', 'realmente', 'recomendaria', 'comprar', 'un', 'sistema', 'de', 'refrigeracion', 'liquida', 'para', 'tener', 'un', 'oc', 'ma', 'que', 'decente', 'buenas', 'temperaturas']",4
20598,"['product', 'compact', 'enough', 'easily', 'portable', 'ability', 'use', 'bluetooth', 'transmitter', 'receiver', 'needed', 'needing', 'one', 'device', 'handle', 'situation', 'battery', 'life', 'also', 'impressive']",4
20599,"['product', 'really', 'great', 'especially', 'considering', 'never', 'mounted', 'tv', 'no', 'idea', 'excited', 'nice', 'look', 'easy', 'install']",4
20604,"['work', 'advertised']",4
20620,"['product', 'work', 'really', 'well', 'getting', 'necessary', 'channel', 'area', 'wash', 'clearly', 'pretty', 'easy', 'install', 'overall', 'good', 'product']",4
20630,"['controller', 'spendy', 'side', 'feel', 'great', 'feel', 'bundle', 'switch', 'come', 'controller']",4
20645,"['great', 'confortable', 'controller', 'enjoy', 'playing', 'game']",4
20646,"['opened', 'box', 'logo', 'dragon', 'clip', 'broke', 'wont', 'go', 'back']",4
20648,"['got', 'bargained', 'board', 'level', 'may', 'adjustable', 'joint', 'get', 'right', 'angle', 'lightweight', 'handle', 'carrying', 'case', 'great', 'value', 'packaged', 'well', 'arrived', 'quickly']",4
20659,"['excellent', 'easy', 'install']",4
20660,"['first', 'realize', 'bought', 'two', 'set', 'light', 'light', 'work', 'certain', 'mode']",4
20677,"['love', 'antenna', 'hang', 'behind', 'curtain', 'dont', 'see', 'either', 'side', 'signal', 'great', 'channel', 'need', 'love']",4
20715,"['purchased', 'husband', 'christmas', 'friend', 'took', 'one', 'golf', 'trip', 'love', 'perfect', 'size', 'fit', 'cup', 'holder', 'travel', 'sound', 'output', 'great', 'loud', 'clear', 'carry', 'everywhere', 'even', 'vacation']",4
20734,"['bought', 'could', 'watch', 'news', 'pg', 'shuts', 'power', 'go', 'generator', 'backup', 'live', 'mountain', 'surrounded', 'tree', 'thing', 'ended', 'picking', 'channel', 'great', 'picture', 'quality', 'definitely', 'would', 'recommend']",4
20749,"['size', 'samsung', 'note', 'think', 'bass', 'way', 'across', 'room', 'mid', 'high', 'said', 'loud', 'clear', 'impressive', 'must', 'say', 'got', 'one', 'day', 'deal', 'side', 'note', 'remember', 'brand', 'cambridge', 'younger', 'day', 'considered', 'top', 'notch', 'glad', 'see', 'back', 'update', 'charging', 'port', 'damaged', 'contacted', 'support', 'excellent', 'helping', 'problem', 'customer', 'service', 'touch', 'notch', 'back', 'rocking', 'speaker', 'everyone', 'hear', 'amaze', 'amount', 'volume', 'come', 'little', 'fella', 'excellent', 'battery', 'life', 'thanks', 'cambridge', 'look', 'forward', 'getting', 'xl']",4
20756,"['not', 'best', 'sound', 'quality', 'not', 'best', 'noice', 'cancellation', 'not', 'best', 'sport', 'not', 'largest', 'battery', 'bluetooth', 'headphone', 'overall', 'best', 'noice', 'cancellation', 'bluetooth', 'headphone']",4
20761,"['soundbar', 'compact', 'value', 'money', 'sound', 'quality', 'suffers', 'no', 'dedicated', 'woofer', 'need', 'sub', 'woofer', 'need', 'high', 'base']",4
20769,"['ai', 'pris', 'le', 'ryzen', 'en', 'remplacement', 'de', 'mon', 'ryzen', 'apres', 'avoir', 'mi', 'au', 'prealable', 'le', 'bios', 'de', 'carte', 'mere', 'jour', 'une', 'gigabyte', 'ab', 'gaming', 'le', 'fait', 'bien', 'mieux', 'en', 'jeu', 'que', 'mon', 'et', 'surtout', 'une', 'bonne', 'nouvelle', 'le', 'xfr', 'marche', 'sur', 'carte', 'mere', 'de', 'premiere', 'generation', 'sur', 'me', 'vieux', 'jeux', 'comme', 'morrowind', 'ou', 'gothic', 'le', 'xfr', 'permet', 'de', 'booster', 'la', 'frequence', 'du', 'processeur', 'automatiquement', 'ghz', 'sur', 'le', 'jeux', 'plus', 'recent', 'comme', 'doom', 'et', 'farcry', 'la', 'frequence', 'est', 'de', 'ghz', 'utilise', 'le', 'ventirad', 'fourni', 'avec', 'le', 'processeur', 'il', 'fait', 'tres', 'bien', 'son', 'travail', 'il', 'est', 'juste', 'un', 'peut', 'bruyant']",4
20804,"['love', 'tripod', 'literally', 'took', 'second', 'assemble', 'lightweight', 'portable']",4
20818,"['sound', 'work', 'really', 'good', 'device', 'get', 'connect', 'airpods']",4
20843,"['led', 'pool', 'light', 'turned', 'remotely', 'easy', 'setup', 'work', 'great']",4
20863,"['invited', 'purchase', 'early', 'release', 'suppose', 'amazon', 'lot', 'enhancing', 'product', 'summarize', 'first', 'week', 'experience', 'follows', 'take', 'car', 'audio', 'must', 'keep', 'audio', 'channel', 'bluetooth', 'time', 'letting', 'go', 'following', 'medium', 'stored', 'card', 'hard', 'drive', 'radio', 'car', 'apps', 'include', 'streaming', 'service', 'cd', 'dvd', 'usb']",4
20865,"['headphone', 'really', 'great', 'xbox', 'one', 'headphone', 'work', 'well', 'console', 'sound', 'volume', 'good', 'noise', 'cancellation', 'affect', 'used', 'soon', 'got', 'tried', 'online', 'people', 'stated', 'heard', 'crystal', 'clear', 'would', 'definitely', 'recommend', 'point', 'wired', 'not', 'terrible', 'way', 'aware', 'price', 'though', 'no', 'brainer']",4
20874,"['first', 'one', 'screen', 'protector', 'came', 'already', 'badly', 'cracked', 'damaged', 'right', 'box', 'led', 'believe', 'others', 'suffer', 'fate', 'le', 'week', 'later', 'assumption', 'quickly', 'lived', 'phone', 'barely', 'fell', 'screen', 'protector', 'cracked', 'week', 'last', 'one', 'life', 'past', 'month', 'consider', 'win', 'packaging', 'nice', 'tool', 'install', 'came', 'helpful']",4
20878,"['great', 'headphone', 'little', 'one', 'connect', 'together', 'listen', 'thing']",4
20886,"['like', 'convenience', 'got', 'better', 'deal', 'site']",4
20897,"['noise', 'cancellation', 'far', 'exceeds', 'previous', 'bose', 'qc', 'good', 'sound', 'quality', 'better', 'previous', 'airpods', 'due', 'tighter', 'seal', 'honestly', 'magical', 'product', 'convenient', 'headphone', 'ever', 'owned']",4
20903,"['easy', 'set', 'upthoughtful', 'vent', 'mount']",4
20917,"['wanted', 'get', 'rid', 'using', 'cable', 'phone', 'time', 'resulting', 'broken', 'cord', 'connector', 'great', 'experience', 'yootech', 'getting', 'screen', 'protector', 'great', 'customer', 'service', 'decided', 'give', 'wireless', 'charging', 'base', 'try', 'opted', 'flat', 'base', 'use', 'every', 'day', 'work', 'charge', 'fast', 'day', 'everytime', 'put', 'phone', 'desk', 'base', 'charger', 'result', 'full', 'battery', 'even', 'work', 'using', 'phone', 'base']",4
20958,"['pleased', 'decision', 'buy', 'laptop', 'replace', 'older', 'model', 'macbook', 'pro', 'smaller', 'profile', 'lighter', 'weight', 'plus', 'also']",4
20959,"['le', 'month', 'key', 'stopped', 'working', 'no', 'bueno', 'gaming']",4
20972,"['echo', 'show', 'dot', 'echo', 'rd', 'generation', 'saw', 'compatible', 'car', 'thought', 'would', 'connected', 'done', 'like', 'others', 'honest', 'spent', 'lot', 'time', 'trouble', 'shooting', 'need', 'hope', 'work', 'like', 'others', 'much', 'apart', 'daily', 'life', 'irreplaceable', 'aunt', 'cared', 'best', 'way', 'touch', 'away', 'house', 'need', 'look', 'phone', 'handset', 'struggle', 'talk', 'button', 'etc', 'worry', 'away', 'home', 'housemate', 'alexa', 'ready', 'second', 'notice']",4
20986,"['roav', 'viva', 'car', 'bluetooth', 'work', 'pretty', 'well', 'got', 'roav', 'power', 'outlet', 'car', 'without', 'bluetooth', 'could', 'hook', 'echo', 'auto', 'via', 'radio', 'station', 'worked', 'getting', 'store', 'went', 'gather', 'direction', 'get', 'home', 'never', 'came', 'back', 'fortunately', 'knew', 'get', 'home', 'not', 'sure', 'trust', 'echo', 'auto', 'navigation', 'celica', 'may', 'work', 'reminder', 'grocery', 'list', 'add', 'one', 'maybe', 'music', 'audible', 'book']",4
20994,"['connection', 'alexa', 'app', 'constantly', 'dropping', 'alexa', 'hear', 'name', 'stopped', 'connecting', 'phone', 'week', 'get', 'work', 'hears', 'name', 'beep', 'never', 'responds', 'like', 'typical', 'female', 'review', 'edit', 'next', 'day', 'amazon', 'called', 'review', 'see', 'anything', 'could', 'explained', 'item', 'may', 'defective', 'several', 'item', 'warranty', 'kind', 'reported', 'issue', 'instead', 'tossing', 'item', 'likely', 'could', 'helped', 'one', 'way', 'another', 'prop', 'amazon', 'certainly', 'unexpected']",4
20997,"['work', 'great', 'husband', 'galaxy', 'iphone', 'x', 'max', 'inconvenience', 'need', 'take', 'case', 'charge', 'product', 'great']",4
21023,"['easy', 'assemble', 'bright', 'light', 'bluetooth', 'remote', 'work', 'great', 'would', 'recommend', 'product', 'highly']",4
21025,"['great', 'first', 'lasted', 'month', 'began', 'malfunction', 'plug', 'phone', 'constantly', 'charge', 'stop', 'charge', 'stop', 'etc', 'wire', 'frayed', 'mishandled', 'know', 'stopped', 'working']",4
21043,"['controller', 'absolutely', 'garbage', 'pad', 'worthless', 'sort', 'precision', 'fighting', 'game', 'platformers', 'puzzle', 'game', 'severely', 'disappointed', 'nintendo']",4
21050,"['not', 'bad', 'quality', 'price']",4
21053,"['headphone', 'work', 'really', 'well', 'kid', 'look', 'great', 'color', 'vivid', 'cute', 'really', 'comfortable', 'highly', 'recommend']",4
21097,"['easy', 'setup', 'integrate', 'wi', 'fi', 'picture', 'sony', 'bravia', 'vivid']",4
21106,"['great', 'sound', 'money', 'no', 'not', 'high', 'end', 'sound', 'surprised', 'bass', 'little', 'speaker', 'put', 'want', 'something', 'portable', 'light', 'weight', 'convenient', 'highly', 'recommend', 'speaker', 'charge', 'pretty', 'quickly', 'hold', 'charge', 'well', 'timed', 'yet', 'issue', 'either']",4
21123,"['work', 'perfectly', 'desktop', 'mine', 'old', 'version', 'window', 'not', 'support', 'bluetooth', 'didnt', 'work', 'no', 'matter', 'much', 'tried', 'little', 'handy', 'gadget', 'solved', 'listen', 'music', 'wirelessly', 'without', 'download', 'driver', 'sort']",4
21125,"['good', 'game']",4
21144,"['issue', 'getting', 'local', 'channel', 'add', 'channel', 'programming', 'may', 'need', 'relocate', 'antenna', 'manually', 'add', 'would', 'great', 'suggestion', 'missing', 'channel', 'local', 'channel', 'come', 'well', 'picture', 'quality', 'good', 'extra', 'digital', 'channel', 'little', 'scattered', 'would', 'put', 'antenna', 'location', 'try', 'moving', 'around', 'yet']",4
21148,"['good', 'ear', 'bud', 'jumpy', 'person', 'stood', 'underneath', 'horn', 'work', 'listening', 'music', 'horn', 'went', 'no', 'happy', 'dance', 'horn', 'didnt', 'faze', 'good', 'sound', 'quality', 'got', 'date', 'review', 'played', 'much', 'settungs']",4
21171,"['tl', 'dr', 'audio', 'glitch', 'crap', 'build', 'quality', 'decent', 'pair', 'headphone', 'light', 'use', 'course', 'maybe', 'year', 'expect', 'replace', 'withing', 'time', 'wanna', 'thorough', 'critical', 'go']",4
21174,"['great', 'sound', 'rich', 'base', 'blue', 'tooth', 'solid', 'never', 'loses', 'connection', 'fill', 'room', 'sound', 'small', 'mighty']",4
21195,"['great', 'product', 'good', 'value', 'money']",4
21201,"['stopped', 'working']",4
21205,"['easy', 'assemble', 'well', 'structured', 'not', 'necessary', 'spend', 'lot', 'time', 'comparing', 'price', 'product', 'not', 'much', 'different', 'seller', 'provide', 'quality', 'service', 'product', 'good', 'sale', 'positive', 'evaluation', 'key', 'happy', 'bought']",4
21207,"['took', 'work', 'make', 'work', 'alexa', 'managed', 'figure', 'year', 'old', 'locked', 'house', 'no', 'worry', 'getting', 'back', 'long', 'cell', 'decent', 'connection', 'garage', 'open', 'effortlessly', 'great', 'product']",4
21235,"['small', 'convenient']",4
21238,"['raspberry', 'pi', 'need', 'tf', 'card', 'requirement', 'operation', 'system', 'tf', 'storage', 'byte', 'best']",4
21264,"['work', 'great', 'old', 'bose', 'stuff', 'awesome', 'would', 'happy', 'buy']",4
21273,"['work', 'good', 'easy', 'set']",4
21278,"['e', 'excelente', 'el', 'mejor']",4
21287,"['game', 'must', 'switch', 'hour', 'worth', 'enjoyment', 'single', 'multiplayer', 'game']",4
21303,"['use', 'product', 'rental', 'property', 'airbnb', 'useful', 'able', 'open', 'door', 'guest', 'remotely', 'say', 'guest', 'problem', 'setting', 'app', 'phone', 'find', 'whole', 'thing', 'innovative', 'neat', 'use', 'cell', 'phone', 'open', 'door', 'like', 'see', 'lock', 'unlocks', 'door', 'time', 'august', 'app']",4
21307,"['purchased', 'headset', 'daughter', 'use', 'virtual', 'learning', 'headset', 'great', 'term', 'sound', 'comfort', 'daughter', 'issue', 'using', 'ear', 'plug', 'headset', 'definitely', 'life', 'server']",4
21320,"['unfortunately', 'whoever', 'designed', 'not', 'realize', 'stud', 'lie', 'directly', 'center', 'wall', 'want', 'mount', 'stud', 'apart', 'instead', 'apart', 'cannot', 'mount', 'tv', 'directly', 'middle', 'wall', 'pretty', 'bummed']",4
21321,"['work', 'seamlessly', 'wifi', 'not', 'smart', 'tv', 'want', 'stuck', 'apple', 'versus', 'amazon', 'versus', 'google', 'got', 'best', 'world', 'roku', 'tv', 'provided', 'enough', 'power', 'usb', 'port', 'not', 'use', 'provided', 'usb', 'power', 'block', 'look', 'like', 'every', 'power', 'block', 'charged', 'cell', 'phone', 'year', 'remote', 'ir', 'roku', 'option', 'not', 'control', 'tv', 'no', 'big', 'deal']",4
21327,"['excellent', 'mount']",4
21350,"['sound', 'quality', 'great', 'issue', 'bluetooth', 'sound', 'charging', 'issue', 'tried', 'ear', 'piece', 'stay', 'ear', 'unless', 'sitting', 'still', 'one', 'fall', 'waffle', 'morning', 'eating', 'guess', 'still', 'enough', 'use', 'teaching', 'virtual', 'yoga', 'class', 'frequently', 'chase', 'earbud', 'around', 'roll', 'around', 'falling', 'ear', 'problem', 'sensitive', 'touch', 'changed', 'song', 'even', 'disconnected', 'call', 'trying', 'put', 'back', 'not', 'use', 'active', 'unless', 'wear', 'headband', 'something', 'keep', 'place', 'sound', 'quality', 'including', 'mic', 'great', 'not', 'staying', 'put', 'great']",4
21364,"['gave', 'bit', 'issue', 'psn', 'bought', 'downloaded', 'really', 'no', 'problem', 'avoided', 'put', 'paypal', 'credit', 'card', 'data', 'purchase', 'game', 'may', 'want', 'best', 'used', 'system', 'overloaded', 'like', 'holiday', 'feel', 'bad', 'people', 'got', 'glitch', 'code', 'deal', 'sony', 'code', 'accepted', 'first', 'time', 'kept', 'trying']",4
21374,"['excelente', 'procesador', 'tope', 'de', 'gama', 'de', 'la', 'segunda', 'generacion', 'ryzen', 'lo', 'instale', 'en', 'mi', 'motherboard', 'gigabyte', 'aorus', 'ax', 'gaming', 'de', 'la', 'revision', 'por', 'lo', 'que', 'no', 'e', 'compatible', 'con', 'esta', 'generacion', 'de', 'ryzen', 'por', 'lo', 'que', 'tuve', 'que', 'actualizar', 'el', 'bios', 'la', 'version', 'ma', 'nueva', 'ahora', 'si', 'ya', 'funciona', 'esto', 'fue', 'posible', 'por', 'que', 'tenia', 'ya', 'un', 'procesador', 'ryzen', 'de', 'la', 'primera', 'generacion', 'de', 'lo', 'contario', 'no', 'hubiera', 'podido', 'hacer', 'esto', 'tengan', 'cuidado', 'de', 'checar', 'que', 'su', 'motherboard', 'tenga', 'el', 'logotipo', 'de', 'amd', 'ryzen', 'ready', 'de', 'tener', 'un', 'procesador', 'de', 'la', 'primera', 'generacion', 'si', 'e', 'que', 'van', 'actualizar', 'el', 'bios']",4
21419,"['great', 'paper', 'great', 'price']",4
21420,"['room', 'upgrade', 'base', 'model', 'able', 'get', 'upgraded', 'gaming', 'speed', 'laptop', 'allow', 'one']",4
21425,"['purchased', 'two', 'hub', 'one', 'shop', 'one', 'garage', 'first', 'install', 'took', 'hour', 'box', 'fully', 'installed', 'second', 'instal', 'took', 'minute', 'easy', 'ap', 'instruction', 'great', 'complaint', 'not', 'integratable', 'amazon', 'echo', 'happens', 'perfect', 'household']",4
21481,"['samsung', 'galaxybuds', 'bose', 'soundsport', 'free', 'say', 'airpod', 'pro', 'hit', 'spot', 'first', 'battery', 'case', 'size', 'right', 'fit', 'jean', 'pocket', 'bose', 'case', 'way', 'large', 'battery', 'capacity', 'personally', 'would', 'never', 'get', 'use', 'even', 'half', 'wall', 'charge', 'galaxybuds', 'case', 'size', 'much', 'thicker']",4
21547,"['super', 'easy', 'quick', 'set', 'took', 'awhile', 'find', 'light', 'worked', 'ordering', 'brand', 'work', 'right', 'box', 'thankfully', 'work', 'great', 'love']",4
21559,"['battery', 'depleted', 'always', 'use', 'charger', 'could', 'play', 'controller']",4
21570,"['first', 'connects', 'one', 'phone', 'listening', 'someone', 'else', 'phone', 'music', 'audio', 'book', 'podcast', 'often', 'happens', 'kid', 'interact', 'blue', 'tooth', 'connects', 'one', 'device', 'provide', 'ability', 'connect', 'multiple', 'device', 'like', 'car', 'somehow', 'maybe', 'app', 'allow', 'user', 'select', 'detects', 'one', 'proximity', 'preferred', 'default', 'not', 'sure', 'exactly', 'would', 'work', 'since', 'car', 'connect', 'one', 'blue', 'tooth', 'device', 'know', 'somehow', 'someone', 'asks', 'question', 'alexa', 'supersede', 'current', 'device', 'connected', 'car', 'speak', 'car', 'speaker', 'not', 'possible', 'local', 'speaker', 'us', 'not', 'charge', 'car', 'speaker', 'second', 'loses', 'connection', 'phone', 'frequently', 'alone', 'listening', 'phone', 'reset', 'alexa', 'say', 'lost', 'connection', 'phone']",4
21576,"['antenna', 'easy', 'assemble', 'connect', 'tv', 'based', 'location', 'tv', 'physical', 'configuration', 'house', 'able', 'secure', 'channel', 'disappointing', 'continue', 'experiment']",4
21581,"['sadly', 'product', 'amazing', 'within', 'month', 'stopped', 'working', 'daughter', 'devastated', 'loved', 'speaker', 'malfunctioned', 'shut', 'unable', 'reset', 'charge', 'surprised', 'bose', 'bought', 'bluetooth', 'speaker', 'five', 'quit', 'year']",4
21605,"['grandson', 'love', 'gift']",4
21607,"['happy', 'gen', 'clip', 'jbl', 'speaker', 'last', 'year', 'thought', 'time', 'upgrade', 'looking', 'around', 'saw', 'flip', 'pulled', 'box', 'instantly', 'connected', 'iphone', 'audio', 'quality', 'blew', 'away', 'sub', 'end', 'unit', 'internal', 'speaker', 'really', 'produced', 'great', 'sound', 'unit', 'not', 'much', 'bigger', 'hand', 'say', 'excited', 'buy', 'another', 'one', 'create', 'surround', 'sound', 'feature', 'really', 'paying', 'best', 'speaker', 'technology', 'offer', 'great', 'buy']",4
21614,"['worst', 'echo', 'device', 'yet', 'every', 'generation', 'get', 'better', 'sound', 'quality', 'worse', 'voice', 'recognition', 'generation', 'virtually', 'unusable', 'voice', 'recognition', 'lousy']",4
21636,"['thing', 'break', 'easy', 'first', 'one', 'shattered', 'even', 'got', 'pack', 'second', 'one', 'managed', 'install', 'phone', 'shattered', 'first', 'time', 'dropped', 'phone']",4
21637,"['echo', 'show', 'eight', 'outstanding', 'set', 'dream', 'work', 'great', 'ring', 'doorbell', 'let', 'know', 'someone', 'door', 'ask', 'see', 'front', 'door', 'echo', 'show', 'switch', 'front', 'door', 'camera', 'app', 'improvement', 'show', 'let', 'know', 'someone', 'course', 'must', 'install', 'ring', 'skill', 'work', 'like', 'dream']",4
21666,"['originally', 'purchased', 'wyze', 'cam', 'pan', 'use', 'basement', 'keep', 'eye', 'year', 'old', 'downstairs', 'play', 'minute', 'without', 'supervision', 'see', 'separate', 'review', 'impressed', 'quality', 'feature', 'per', 'price', 'decided', 'add', 'wyze', 'cam', 'well', 'able', 'view', 'dog', 'away', 'crated', 'part', 'pleased', 'impressed', 'good', 'price', 'point', 'perfect', 'day', 'actually', 'cheaper', 'wifi', 'camera', 'much', 'better', 'quality', 'baby', 'monitor', 'crazy', 'wyze', 'cam', 'feel', 'solid', 'leg', 'pop', 'bottom', 'allow', 'pivot', 'camera', 'get', 'upwards', 'downward', 'angle', 'needed', 'allows', 'ability', 'add', 'memory', 'card', 'enable', 'continuous', 'recording']",4
21673,"['used', 'iphone', 'ipad', 'fit', 'perfectly', 'braided', 'cord', 'not', 'freyed', 'longer', 'cord', 'helpful', 'home', 'car']",4
21682,"['no', 'issue', 'son', 'like', 'service']",4
21684,"['compatible', 'apple', 'would', 'perfect']",4
21688,"['closely', 'mounted', 'wall', 'careful', 'consideration', 'must', 'want', 'room', 'hand', 'behind', 'tv', 'mounting', 'sturdy', 'lb', 'son', 'hung', 'mount', 'installation']",4
21699,"['use', 'daily', 'salon']",4
21708,"['ended', 'losing', 'samsung', 'ear', 'bud', 'not', 'cheap', 'yet', 'alone', 'anniversary', 'gift', 'wife', 'decided', 'search', 'purchase', 'best', 'affordable', 'ear', 'bud', 'could', 'find', 'needle', 'say', 'purchased', 'tozo', 'far', 'not', 'disappointed', 'not', 'par', 'previous', 'samsung', 'waaay', 'cheaper', 'imo', 'hand', 'best', 'set', 'ear', 'bud']",4
21722,"['seems', 'work', 'well', 'however', 'connect', 'single', 'smart', 'lock', 'one', 'smart', 'lock', 'within', 'bluetooth', 'range', 'apple', 'tv', 'th', 'gen', 'get', 'single', 'atv', 'connect', 'multiple', 'smart', 'lock']",4
21729,"['love', 'product', 'much', 'block', 'room', 'noise', 'clearly', 'listen', 'whatever', 'listening']",4
21747,"['could', 'get', 'year', 'old', 'consistently', 'use', 'work', 'great']",4
21748,"['need', 'new', 'portable', 'speaker', 'like', 'many', 'little', 'overwhelmed', 'amazon', 'search', 'finding', 'literally', 'ten', 'thousand', 'option', 'choose', 'especially', 'frustrating', 'probably', 'important', 'part', 'product', 'good', 'sound', 'not', 'something', 'really', 'evaluate', 'physically', 'picked', 'four', 'speaker', 'compare', 'cambridge', 'soundworks', 'oontz', 'angle', 'plus', 'anker', 'soundcore', 'sport', 'xl', 'geek', 'beat', 'jolt', 'jbl', 'flip', 'first']",4
21749,"['much', 'easier', 'carrying', 'heavy', 'box', 'home', 'store']",4
21768,[],4
21769,"['going', 'buy', 'ear', 'plug', 'loud', 'bass', 'cod', 'gunshot', 'tried', 'led', 'light', 'find', 'part', 'pointless', 'keep', 'using']",4
21801,"['totally', 'love', 'wish', 'got', 'highly', 'recommended']",4
21812,"['good', 'buy', 'reccomend', 'charger', 'better', 'wire', 'around', 'take', 'min', 'charge', 'dead', 'controller']",4
21826,"['love', 'joycon', 'couple', 'issue', 'first', 'best', 'certain', 'game', 'second', 'not', 'take', 'well', 'stress', 'game', 'require', 'break', 'wear', 'pro', 'controller', 'compliment', 'full', 'switch', 'experience', 'son', 'love', 'make', 'adventure', 'fighting', 'game', 'better', 'due', 'ergonomics', 'retains', 'charge', 'better', 'durable', 'construction']",4
21837,"['ok', 'people', 'giving', 'low', 'star', 'wrong', 'reason', 'star', 'thought', 'getting', 'physical', 'copy', 'instead', 'got', 'digital', 'copy', 'change', 'option', 'standard', 'ultimate', 'fighter', 'dlc', 'standard', 'change', 'nintendo', 'switch', 'digital', 'code', 'automatically', 'buy', 'physical', 'copy', 'dlc', 'option', 'dlc', 'digital', 'content', 'go', 'back', 'choose', 'standard', 'give', 'nintendo', 'switch', 'option', 'physical', 'copy']",4
21852,"['got', 'could', 'talk', 'phone', 'listen', 'audio', 'book', 'driving', 'old', 'jeep', 'definitely', 'better', 'talking', 'phone', 'via', 'speaker', 'phone', 'hear', 'way', 'better', 'person', 'talking', 'suffer', 'road', 'noise', 'end', 'keeping', 'call', 'brief', 'noise', 'canceling', 'nice', 'say', 'probably', 'reduces', 'noise', 'decibel', 'whereas', 'earplug', 'reduce', 'decibel', 'comfortable', 'enough', 'use', 'hour', 'half', 'time']",4
21860,"['got', 'xbox', 'picture', 'look', 'much', 'better', 'cable', 'le', 'expensive', 'others', 'saw', 'work', 'perfectly']",4
21863,"['not', 'usually', 'review', 'purchase', 'year', 'old', 'many', 'piece', 'sound', 'device', 'grew', 'hifi', 'guru', 'called', 'dad', 'short', 'heart', 'matter', 'bose', 'think', 'bose', 'mercedes', 'sound', 'product', 'died', 'le', 'month', 'purchase', 'not', 'worth', 'money', 'not', 'reliable', 'product', 'iphones', 'ipod', 'year', 'harmon', 'onyx', 'yr', 'old', 'still', 'work', 'perfect', 'speaker', 'something', 'simple', 'speaker', 'last', 'year', 'wanted', 'another', 'refurbish', 'im', 'sure', 'thats', 'built', 'feature', 'owning', 'several', 'bose', 'product', 'year', 'without', 'problem', 'wont', 'buy', 'bose']",4
21865,"['bought', 'product', 'month', 'ago', 'loved', 'work', 'great', 'no', 'complaint', 'using', 'life', 'proof', 'case', 'work', 'seamlessly', 'not', 'payed', 'attention', 'long', 'take', 'charge', 'used', 'night', 'charged', 'wake', 'thought', 'buying', 'one', 'wife']",4
21904,"['work', 'perfect', 'easy', 'setup', 'wish', 'made', 'version', 'dimming', 'feature']",4
21910,"['never', 'gotten', 'work', 'echo', 'year', 'knowledgeable', 'guy', 'try', 'get', 'work', 'either', 'think', 'faulty']",4
21923,"['bought', 'ear', 'bud', 'husband', 'christmas', 'wanted', 'something', 'small', 'could', 'put', 'ear', 'night', 'listen', 'sermon', 'book', 'etc', 'blinding', 'light', 'keep', 'awake', 'small', 'amount', 'light', 'keep', 'awake', 'ear', 'bud', 'work', 'fantastically', 'great', 'quality', 'sound', 'also', 'bright', 'light', 'keep', 'awake', 'highly', 'recommend']",4
21927,"['shame', 'control', 'no', 'volume', 'bottom']",4
21932,"['vizio', 'tv', 'hand', 'best', 'thing', 'buy', 'vizio', 'apps', 'complete', 'crap', 'using', 'firestick', 'much', 'easier', 'enjoyable', 'best', 'thing', 'firestick', 'get', 'rid', 'remote', 'problem', 'always', 'past', 'tv', 'receiver', 'roku', 'firestick', 'come', 'universal', 'remote', 'single', 'remote', 'firestick', 'remote', 'turn', 'tv', 'receiver', 'control', 'volume', 'receiver']",4
21943,"['great', 'sound', 'work', 'super', 'pandora', 'wife', 'got', 'one', 'loved', 'got', 'one']",4
21951,"['excelente', 'juego', 'lo', 'recomiendo', 'ideal', 'para', 'jugar', 'con', 'los', 'amigo', 'muy', 'adictivo', 'e', 'muy', 'facil', 'empezar', 'jugar']",4
21952,"['easy', 'use', 'dock', 'keep', 'control', 'charged', 'not', 'use']",4
